startdate,enddate,location,eventattendancemode,organizer,performer
500,934,0,0,0,0
500,935,0,0,0,0
500,936,0,0,0,0
501,937,0,0,0,0
502,938,0,0,0,0
503,939,0,0,0,0
504,939,0,0,0,0
505,940,0,0,0,0
506,941,0,0,0,0
507,942,0,0,0,0
508,943,0,0,0,0
509,944,0,0,0,0
509,944,0,0,0,0
510,945,0,0,0,0
511,945,0,0,0,0
512,946,0,0,0,0
513,947,0,0,0,0
514,948,0,0,0,0
515,949,0,0,0,0
516,950,0,0,0,0
517,951,0,0,0,0
518,952,0,0,0,0
519,953,0,0,0,0
520,954,0,0,0,0
520,955,0,0,0,0
520,956,0,0,0,0
520,957,0,0,0,0
520,958,0,0,0,0
520,959,0,0,0,0
520,960,0,0,0,0
520,961,0,0,0,0
520,962,0,0,0,0
520,963,0,0,0,0
520,964,0,0,0,0
521,965,0,0,0,0
522,966,0,0,0,0
522,967,0,0,0,0
522,968,0,0,0,0
522,969,0,0,0,0
523,970,0,0,0,0
524,971,0,0,0,0
525,972,0,0,0,0
525,972,0,0,0,0
526,973,0,0,0,0
527,974,0,0,0,0
528,975,0,0,0,0
529,976,0,0,0,0
530,977,0,0,0,0
530,978,0,0,0,0
530,979,0,0,0,0
531,980,0,0,0,0
532,981,0,0,0,0
533,982,0,0,0,0
534,983,0,0,0,0
534,984,0,0,0,0
534,985,0,0,0,0
534,986,0,0,0,0
534,987,0,0,0,0
534,988,0,0,0,0
535,989,0,0,0,0
536,990,0,0,0,0
536,991,0,0,0,0
536,992,0,0,0,0
537,993,0,0,0,0
538,994,0,0,0,0
539,995,0,0,0,0
540,996,0,0,0,0
540,997,0,0,0,0
541,997,0,0,0,0
542,998,0,0,0,0
543,999,0,0,0,0
544,1000,0,0,0,0
544,1001,0,0,0,0
544,1002,0,0,0,0
544,1002,0,0,0,0
544,1003,0,0,0,0
544,1004,0,0,0,0
544,1005,0,0,0,0
544,1006,0,0,0,0
545,1007,0,0,0,0
546,1008,0,0,0,0
547,1009,0,0,0,0
548,1010,0,0,0,0
549,1011,0,0,0,0
550,1012,0,0,0,0
551,1013,0,0,0,0
552,1014,0,0,0,0
553,1015,0,0,0,0
554,1016,0,0,0,0
555,1017,0,0,0,0
556,1018,0,0,0,0
557,1019,0,0,0,0
558,1020,0,0,0,0
558,1021,0,0,0,0
558,1022,0,0,0,0
558,1023,0,0,0,0
558,1024,0,0,0,0
558,1025,0,0,0,0
558,1026,0,0,0,0
558,1027,0,0,0,0
558,1028,0,0,0,0
558,1029,0,0,0,0
558,1030,0,0,0,0
559,1031,0,0,0,0
560,1032,0,0,0,0
561,1033,0,0,0,0
562,1034,0,0,0,0
563,1035,0,0,0,0
563,1036,0,0,0,0
563,1037,0,0,0,0
563,1037,0,0,0,0
563,1038,0,0,0,0
563,1038,0,0,0,0
563,1039,0,0,0,0
563,1040,0,0,0,0
563,1041,0,0,0,0
563,1042,0,0,0,0
563,1043,0,0,0,0
563,1043,0,0,0,0
563,1044,0,0,0,0
563,1045,0,0,0,0
564,1046,0,0,0,0
565,1047,0,0,0,0
566,1048,0,0,0,0
566,1049,0,0,0,0
566,1050,0,0,0,0
566,1051,0,0,0,0
566,1052,0,0,0,0
566,1053,0,0,0,0
567,1054,0,0,0,0
568,1055,0,0,0,0
568,1056,0,0,0,0
568,1057,0,0,0,0
568,1058,0,0,0,0
568,1059,0,0,0,0
568,1060,0,0,0,0
568,1061,0,0,0,0
568,1061,0,0,0,0
568,1061,0,0,0,0
568,1061,0,0,0,0
568,1061,0,0,0,0
568,1062,0,0,0,0
568,1063,0,0,0,0
568,1064,0,0,0,0
568,1064,0,0,0,0
568,1065,0,0,0,0
568,1066,0,0,0,0
568,1067,0,0,0,0
568,1068,0,0,0,0
568,1069,0,0,0,0
568,1070,0,0,0,0
568,1071,0,0,0,0
568,1072,0,0,0,0
568,1073,0,0,0,0
568,1074,0,0,0,0
568,1075,0,0,0,0
568,1076,0,0,0,0
568,1077,0,0,0,0
568,1078,0,0,0,0
568,1079,0,0,0,0
568,1080,0,0,0,0
568,1081,0,0,0,0
568,1082,0,0,0,0
568,1083,0,0,0,0
569,1084,0,0,0,0
569,1085,0,0,0,0
569,1086,0,0,0,0
569,1087,0,0,0,0
569,1088,0,0,0,0
569,1089,0,0,0,0
569,1090,0,0,0,0
570,1091,0,0,0,0
570,1092,0,0,0,0
570,1092,0,0,0,0
570,1093,0,0,0,0
570,1094,0,0,0,0
570,1095,0,0,0,0
570,1095,0,0,0,0
571,1096,0,0,0,0
572,1097,0,0,0,0
573,1098,0,0,0,0
574,1099,0,0,0,0
574,1100,0,0,0,0
574,1101,0,0,0,0
574,1102,0,0,0,0
574,1103,0,0,0,0
574,1104,0,0,0,0
574,1105,0,0,0,0
575,1106,0,0,0,0
575,1107,0,0,0,0
575,1107,0,0,0,0
575,1108,0,0,0,0
575,1109,0,0,0,0
575,1110,0,0,0,0
576,1111,0,0,0,0
577,1112,0,0,0,0
578,1113,0,0,0,0
579,1114,0,0,0,0
579,1115,0,0,0,0
580,1116,0,0,0,0
580,1116,0,0,0,0
581,1117,0,0,0,0
582,1118,0,0,0,0
582,1118,0,0,0,0
583,1119,0,0,0,0
584,1120,0,0,0,0
585,1121,0,0,0,0
586,1122,0,0,0,0
587,1123,0,0,0,0
588,1124,0,0,0,0
589,1125,0,0,0,0
589,1125,0,0,0,0
589,1126,0,0,0,0
589,1127,0,0,0,0
589,1128,0,0,0,0
589,1129,0,0,0,0
589,1130,0,0,0,0
589,1130,0,0,0,0
589,1131,0,0,0,0
589,1131,0,0,0,0
589,1131,0,0,0,0
589,1131,0,0,0,0
589,1131,0,0,0,0
590,1132,0,0,0,0
591,1133,0,0,0,0
592,1134,0,0,0,0
593,1135,0,0,0,0
594,1136,0,0,0,0
595,1137,0,0,0,0
596,1138,0,0,0,0
596,1139,0,0,0,0
596,1140,0,0,0,0
596,1141,0,0,0,0
596,1142,0,0,0,0
596,1143,0,0,0,0
596,1143,0,0,0,0
597,1144,0,0,0,0
597,1145,0,0,0,0
597,1146,0,0,0,0
597,1147,0,0,0,0
597,1148,0,0,0,0
597,1149,0,0,0,0
598,1150,0,0,0,0
598,1151,0,0,0,0
599,1152,0,0,0,0
600,1153,0,0,0,0
601,1154,0,0,0,0
602,1155,0,0,0,0
602,1156,0,0,0,0
602,1157,0,0,0,0
603,1158,0,0,0,0
604,1159,0,0,0,0
605,1160,0,0,0,0
606,1161,0,0,0,0
606,1162,0,0,0,0
606,1163,0,0,0,0
607,1164,0,0,0,0
607,1165,0,0,0,0
608,1166,0,0,0,0
609,1167,0,0,0,0
609,1168,0,0,0,0
609,1169,0,0,0,0
609,1170,0,0,0,0
609,1170,0,0,0,0
609,1170,0,0,0,0
609,1171,0,0,0,0
609,1172,0,0,0,0
609,1173,0,0,0,0
609,1174,0,0,0,0
609,1175,0,0,0,0
610,1176,0,0,0,0
610,1177,0,0,0,0
611,1178,0,0,0,0
611,1178,0,0,0,0
612,1179,0,0,0,0
613,1180,0,0,0,0
613,1181,0,0,0,0
613,1182,0,0,0,0
613,1183,0,0,0,0
613,1184,0,0,0,0
613,1185,0,0,0,0
613,1186,0,0,0,0
614,1187,0,0,0,0
615,1188,0,0,0,0
616,1189,0,0,0,0
616,1190,0,0,0,0
616,1191,0,0,0,0
616,1192,0,0,0,0
616,1193,0,0,0,0
617,1194,0,0,0,0
618,1195,0,0,0,0
619,1196,0,0,0,0
620,1197,0,0,0,0
621,1198,0,0,0,0
622,1199,0,0,0,0
623,1200,0,0,0,0
624,1201,0,0,0,0
625,1202,0,0,0,0
626,1203,0,0,0,0
626,1203,0,0,0,0
627,1204,0,0,0,0
628,1205,0,0,0,0
629,1206,0,0,0,0
630,1207,0,0,0,0
631,1208,0,0,0,0
632,1209,0,0,0,0
633,1210,0,0,0,0
633,1211,0,0,0,0
633,1212,0,0,0,0
633,1213,0,0,0,0
633,1214,0,0,0,0
634,1215,0,0,0,0
635,1216,0,0,0,0
636,1217,0,0,0,0
637,1218,0,0,0,0
638,1219,0,0,0,0
638,1219,0,0,0,0
639,1220,0,0,0,0
640,1221,0,0,0,0
641,1222,0,0,0,0
642,1223,0,0,0,0
642,1224,0,0,0,0
643,1225,0,0,0,0
644,1226,0,0,0,0
645,1227,0,0,0,0
646,1228,0,0,0,0
647,1229,0,0,0,0
648,1230,0,0,0,0
649,1231,0,0,0,0
650,1232,0,0,0,0
651,1233,0,0,0,0
652,1234,0,0,0,0
652,1235,0,0,0,0
653,1235,0,0,0,0
654,1236,0,0,0,0
654,1237,0,0,0,0
654,1238,0,0,0,0
654,1239,0,0,0,0
654,1240,0,0,0,0
655,1241,0,0,0,0
656,1242,0,0,0,0
656,1243,0,0,0,0
656,1244,0,0,0,0
657,1245,0,0,0,0
657,1246,0,0,0,0
658,1247,0,0,0,0
658,1248,0,0,0,0
658,1249,0,0,0,0
658,1250,0,0,0,0
658,1251,0,0,0,0
658,1252,0,0,0,0
659,1253,0,0,0,0
659,1254,0,0,0,0
660,1255,0,0,0,0
661,1256,0,0,0,0
661,1257,0,0,0,0
662,1258,0,0,0,0
663,1259,0,0,0,0
664,1260,0,0,0,0
665,1261,0,0,0,0
666,1262,0,0,0,0
667,1263,0,0,0,0
668,1264,0,0,0,0
669,1265,0,0,0,0
670,1266,0,0,0,0
670,1267,0,0,0,0
671,1268,0,0,0,0
671,1268,0,0,0,0
671,1269,0,0,0,0
671,1270,0,0,0,0
672,1271,0,0,0,0
673,1272,0,0,0,0
674,1273,0,0,0,0
675,1274,0,0,0,0
676,1275,0,0,0,0
677,1276,0,0,0,0
677,1277,0,0,0,0
677,1278,0,0,0,0
678,1279,0,0,0,0
679,1280,0,0,0,0
680,1280,0,0,0,0
681,1281,0,0,0,0
682,1282,0,0,0,0
683,1283,0,0,0,0
684,1283,0,0,0,0
685,1284,0,0,0,0
686,1285,0,0,0,0
687,1286,0,0,0,0
688,1287,0,0,0,0
689,1288,0,0,0,0
690,1289,0,0,0,0
691,1290,0,0,0,0
692,1291,0,0,0,0
693,1292,0,0,0,0
694,1293,0,0,0,0
695,1294,0,0,0,0
696,1295,0,0,0,0
697,1296,0,0,0,0
698,1297,0,0,0,0
698,1298,0,0,0,0
699,1299,0,0,0,0
699,1300,0,0,0,0
700,1301,0,0,0,0
701,1302,0,0,0,0
702,1303,0,0,0,0
702,1304,0,0,0,0
703,1305,0,0,0,0
704,1306,0,0,0,0
705,1307,0,0,0,0
705,1308,0,0,0,0
705,1309,0,0,0,0
706,1310,0,0,0,0
707,1311,0,0,0,0
707,1312,0,0,0,0
708,1313,0,0,0,0
708,1313,0,0,0,0
708,1314,0,0,0,0
708,1315,0,0,0,0
708,1316,0,0,0,0
708,1317,0,0,0,0
708,1318,0,0,0,0
708,1319,0,0,0,0
708,1319,0,0,0,0
708,1320,0,0,0,0
709,1321,0,0,0,0
709,1322,0,0,0,0
709,1323,0,0,0,0
710,1324,0,0,0,0
711,1325,0,0,0,0
712,1326,0,0,0,0
713,1327,0,0,0,0
714,1328,0,0,0,0
715,1329,0,0,0,0
716,1330,0,0,0,0
717,1331,0,0,0,0
717,1332,0,0,0,0
717,1333,0,0,0,0
717,1334,0,0,0,0
717,1335,0,0,0,0
717,1336,0,0,0,0
717,1337,0,0,0,0
717,1337,0,0,0,0
717,1338,0,0,0,0
717,1338,0,0,0,0
717,1339,0,0,0,0
717,1340,0,0,0,0
717,1340,0,0,0,0
717,1341,0,0,0,0
717,1342,0,0,0,0
717,1343,0,0,0,0
717,1344,0,0,0,0
718,1345,0,0,0,0
719,1346,0,0,0,0
719,1347,0,0,0,0
719,1348,0,0,0,0
719,1349,0,0,0,0
719,1350,0,0,0,0
719,1351,0,0,0,0
719,1352,0,0,0,0
719,1353,0,0,0,0
719,1354,0,0,0,0
719,1355,0,0,0,0
719,1356,0,0,0,0
720,1357,0,0,0,0
720,1358,0,0,0,0
720,1359,0,0,0,0
720,1360,0,0,0,0
720,1360,0,0,0,0
720,1360,0,0,0,0
720,1361,0,0,0,0
720,1362,0,0,0,0
720,1363,0,0,0,0
720,1364,0,0,0,0
720,1365,0,0,0,0
720,1366,0,0,0,0
720,1367,0,0,0,0
720,1368,0,0,0,0
720,1368,0,0,0,0
720,1369,0,0,0,0
720,1369,0,0,0,0
720,1369,0,0,0,0
720,1370,0,0,0,0
720,1371,0,0,0,0
720,1371,0,0,0,0
720,1372,0,0,0,0
721,1373,0,0,0,0
722,1374,0,0,0,0
723,1375,0,0,0,0
724,1376,0,0,0,0
725,1377,0,0,0,0
726,1378,0,0,0,0
726,1379,0,0,0,0
726,1380,0,0,0,0
726,1381,0,0,0,0
726,1382,0,0,0,0
726,1383,0,0,0,0
727,1384,0,0,0,0
728,1385,0,0,0,0
729,1386,0,0,0,0
730,1387,0,0,0,0
730,1388,0,0,0,0
730,1389,0,0,0,0
730,1390,0,0,0,0
730,1391,0,0,0,0
730,1392,0,0,0,0
730,1392,0,0,0,0
730,1393,0,0,0,0
730,1394,0,0,0,0
730,1394,0,0,0,0
730,1395,0,0,0,0
730,1395,0,0,0,0
730,1396,0,0,0,0
730,1397,0,0,0,0
730,1398,0,0,0,0
730,1399,0,0,0,0
730,1400,0,0,0,0
731,1401,0,0,0,0
732,1402,0,0,0,0
732,1402,0,0,0,0
732,1403,0,0,0,0
732,1404,0,0,0,0
732,1405,0,0,0,0
732,1406,0,0,0,0
732,1407,0,0,0,0
732,1408,0,0,0,0
732,1409,0,0,0,0
732,1410,0,0,0,0
732,1411,0,0,0,0
732,1412,0,0,0,0
732,1413,0,0,0,0
732,1414,0,0,0,0
732,1415,0,0,0,0
732,1416,0,0,0,0
732,1417,0,0,0,0
732,1418,0,0,0,0
732,1419,0,0,0,0
732,1420,0,0,0,0
733,1421,0,0,0,0
734,1422,0,0,0,0
735,1423,0,0,0,0
736,1424,0,0,0,0
736,1424,0,0,0,0
737,1425,0,0,0,0
738,1426,0,0,0,0
739,1427,0,0,0,0
740,1428,0,0,0,0
741,1429,0,0,0,0
742,1430,0,0,0,0
743,1431,0,0,0,0
744,1432,0,0,0,0
745,1433,0,0,0,0
746,1434,0,0,0,0
746,1435,0,0,0,0
746,1436,0,0,0,0
746,1437,0,0,0,0
746,1438,0,0,0,0
746,1439,0,0,0,0
746,1439,0,0,0,0
746,1440,0,0,0,0
746,1441,0,0,0,0
746,1442,0,0,0,0
746,1443,0,0,0,0
747,1444,0,0,0,0
748,1445,0,0,0,0
748,1446,0,0,0,0
748,1447,0,0,0,0
749,1448,0,0,0,0
750,1449,0,0,0,0
751,1450,0,0,0,0
752,1451,0,0,0,0
753,1452,0,0,0,0
754,1453,0,0,0,0
755,1454,0,0,0,0
756,1455,0,0,0,0
757,1456,0,0,0,0
758,1457,0,0,0,0
759,1458,0,0,0,0
760,1459,0,0,0,0
761,1460,0,0,0,0
762,1461,0,0,0,0
763,1462,0,0,0,0
764,1463,0,0,0,0
764,1464,0,0,0,0
764,1465,0,0,0,0
764,1466,0,0,0,0
764,1467,0,0,0,0
764,1468,0,0,0,0
765,1469,0,0,0,0
765,1470,0,0,0,0
765,1471,0,0,0,0
765,1472,0,0,0,0
765,1473,0,0,0,0
765,1474,0,0,0,0
765,1475,0,0,0,0
765,1476,0,0,0,0
766,1477,0,0,0,0
766,1478,0,0,0,0
767,1479,0,0,0,0
767,1480,0,0,0,0
767,1481,0,0,0,0
767,1482,0,0,0,0
768,1483,0,0,0,0
769,1484,0,0,0,0
769,1485,0,0,0,0
770,1486,0,0,0,0
771,1487,0,0,0,0
772,1488,0,0,0,0
773,1489,0,0,0,0
774,1490,0,0,0,0
775,1491,0,0,0,0
775,1491,0,0,0,0
776,1492,0,0,0,0
777,1493,0,0,0,0
778,1494,0,0,0,0
779,1495,0,0,0,0
779,1496,0,0,0,0
779,1497,0,0,0,0
780,1498,0,0,0,0
780,1498,0,0,0,0
780,1498,0,0,0,0
781,1499,0,0,0,0
782,1500,0,0,0,0
782,1500,0,0,0,0
782,1500,0,0,0,0
782,1501,0,0,0,0
782,1501,0,0,0,0
782,1502,0,0,0,0
782,1503,0,0,0,0
783,1504,0,0,0,0
784,1505,0,0,0,0
784,1506,0,0,0,0
785,1507,0,0,0,0
786,1508,0,0,0,0
787,1509,0,0,0,0
788,1510,0,0,0,0
789,1511,0,0,0,0
790,1512,0,0,0,0
791,1513,0,0,0,0
792,1514,0,0,0,0
793,1515,0,0,0,0
793,1515,0,0,0,0
793,1515,0,0,0,0
793,1515,0,0,0,0
793,1516,0,0,0,0
794,1517,0,0,0,0
795,1518,0,0,0,0
796,1519,0,0,0,0
797,1520,0,0,0,0
798,1521,0,0,0,0
799,1522,0,0,0,0
800,1523,0,0,0,0
800,1524,0,0,0,0
800,1525,0,0,0,0
800,1526,0,0,0,0
801,1527,0,0,0,0
802,1528,0,0,0,0
803,1529,0,0,0,0
804,1530,0,0,0,0
804,1531,0,0,0,0
805,1532,0,0,0,0
805,1533,0,0,0,0
805,1534,0,0,0,0
806,1535,0,0,0,0
807,1535,0,0,0,0
807,1535,0,0,0,0
808,1536,0,0,0,0
809,1537,0,0,0,0
809,1537,0,0,0,0
809,1538,0,0,0,0
809,1539,0,0,0,0
809,1539,0,0,0,0
810,1540,0,0,0,0
811,1541,0,0,0,0
811,1542,0,0,0,0
811,1543,0,0,0,0
811,1544,0,0,0,0
811,1545,0,0,0,0
811,1546,0,0,0,0
811,1547,0,0,0,0
811,1548,0,0,0,0
811,1548,0,0,0,0
811,1549,0,0,0,0
811,1550,0,0,0,0
811,1551,0,0,0,0
812,1552,0,0,0,0
813,1553,0,0,0,0
814,1554,0,0,0,0
814,1555,0,0,0,0
814,1556,0,0,0,0
815,1557,0,0,0,0
815,1558,0,0,0,0
816,1559,0,0,0,0
816,1560,0,0,0,0
816,1561,0,0,0,0
816,1562,0,0,0,0
816,1563,0,0,0,0
816,1564,0,0,0,0
816,1565,0,0,0,0
816,1566,0,0,0,0
816,1567,0,0,0,0
817,1568,0,0,0,0
817,1569,0,0,0,0
818,1569,0,0,0,0
818,1570,0,0,0,0
818,1571,0,0,0,0
818,1572,0,0,0,0
818,1573,0,0,0,0
818,1573,0,0,0,0
819,1574,0,0,0,0
819,1575,0,0,0,0
820,1576,0,0,0,0
820,1577,0,0,0,0
820,1578,0,0,0,0
821,1579,0,0,0,0
821,1580,0,0,0,0
821,1581,0,0,0,0
821,1582,0,0,0,0
821,1583,0,0,0,0
821,1584,0,0,0,0
821,1585,0,0,0,0
821,1586,0,0,0,0
821,1587,0,0,0,0
821,1588,0,0,0,0
821,1589,0,0,0,0
821,1590,0,0,0,0
821,1591,0,0,0,0
821,1592,0,0,0,0
821,1593,0,0,0,0
822,1594,0,0,0,0
823,1595,0,0,0,0
824,1595,0,0,0,0
825,1596,0,0,0,0
825,1597,0,0,0,0
825,1598,0,0,0,0
825,1599,0,0,0,0
825,1600,0,0,0,0
825,1601,0,0,0,0
825,1602,0,0,0,0
825,1603,0,0,0,0
825,1604,0,0,0,0
825,1605,0,0,0,0
825,1606,0,0,0,0
825,1607,0,0,0,0
825,1608,0,0,0,0
825,1609,0,0,0,0
825,1610,0,0,0,0
825,1610,0,0,0,0
825,1611,0,0,0,0
825,1612,0,0,0,0
825,1613,0,0,0,0
825,1614,0,0,0,0
825,1615,0,0,0,0
825,1616,0,0,0,0
825,1617,0,0,0,0
825,1618,0,0,0,0
825,1619,0,0,0,0
825,1620,0,0,0,0
825,1621,0,0,0,0
825,1622,0,0,0,0
825,1623,0,0,0,0
825,1624,0,0,0,0
825,1625,0,0,0,0
826,1626,0,0,0,0
826,1627,0,0,0,0
826,1628,0,0,0,0
826,1629,0,0,0,0
826,1630,0,0,0,0
826,1631,0,0,0,0
826,1632,0,0,0,0
827,1633,0,0,0,0
827,1634,0,0,0,0
828,1635,0,0,0,0
828,1636,0,0,0,0
828,1637,0,0,0,0
828,1637,0,0,0,0
828,1637,0,0,0,0
828,1638,0,0,0,0
829,1639,0,0,0,0
830,1640,0,0,0,0
830,1641,0,0,0,0
830,1642,0,0,0,0
830,1643,0,0,0,0
830,1644,0,0,0,0
830,1645,0,0,0,0
830,1646,0,0,0,0
830,1647,0,0,0,0
830,1648,0,0,0,0
830,1649,0,0,0,0
830,1650,0,0,0,0
830,1651,0,0,0,0
830,1652,0,0,0,0
830,1653,0,0,0,0
830,1654,0,0,0,0
831,1655,0,0,0,0
832,1656,0,0,0,0
832,1657,0,0,0,0
832,1658,0,0,0,0
832,1659,0,0,0,0
832,1660,0,0,0,0
832,1661,0,0,0,0
832,1662,0,0,0,0
832,1663,0,0,0,0
832,1664,0,0,0,0
832,1665,0,0,0,0
832,1665,0,0,0,0
833,1666,0,0,0,0
834,1667,0,0,0,0
835,1668,0,0,0,0
836,1669,0,0,0,0
837,1670,0,0,0,0
838,1671,0,0,0,0
839,1672,0,0,0,0
840,1673,0,0,0,0
841,1674,0,0,0,0
842,1675,0,0,0,0
843,1676,0,0,0,0
844,1677,0,0,0,0
845,1678,0,0,0,0
846,1679,0,0,0,0
847,1680,0,0,0,0
847,1680,0,0,0,0
847,1680,0,0,0,0
848,1681,0,0,0,0
849,1682,0,0,0,0
849,1683,0,0,0,0
849,1684,0,0,0,0
849,1685,0,0,0,0
849,1686,0,0,0,0
849,1687,0,0,0,0
849,1688,0,0,0,0
849,1689,0,0,0,0
849,1690,0,0,0,0
849,1691,0,0,0,0
849,1692,0,0,0,0
849,1693,0,0,0,0
849,1694,0,0,0,0
849,1695,0,0,0,0
849,1696,0,0,0,0
850,1697,0,0,0,0
851,1698,0,0,0,0
851,1699,0,0,0,0
851,1700,0,0,0,0
851,1700,0,0,0,0
851,1701,0,0,0,0
851,1702,0,0,0,0
851,1703,0,0,0,0
852,1704,0,0,0,0
853,1705,0,0,0,0
853,1706,0,0,0,0
853,1707,0,0,0,0
853,1708,0,0,0,0
854,1709,0,0,0,0
855,1710,0,0,0,0
856,1711,0,0,0,0
857,1712,0,0,0,0
858,1713,0,0,0,0
859,1714,0,0,0,0
860,1715,0,0,0,0
861,1716,0,0,0,0
862,1717,0,0,0,0
863,1718,0,0,0,0
864,1719,0,0,0,0
865,1720,0,0,0,0
865,1721,0,0,0,0
865,1722,0,0,0,0
866,1723,0,0,0,0
867,1724,0,0,0,0
868,1725,0,0,0,0
868,1725,0,0,0,0
869,1726,0,0,0,0
869,1727,0,0,0,0
870,1728,0,0,0,0
871,1729,0,0,0,0
872,1730,0,0,0,0
873,1731,0,0,0,0
874,1732,0,0,0,0
875,1733,0,0,0,0
876,1734,0,0,0,0
876,1735,0,0,0,0
876,1736,0,0,0,0
876,1737,0,0,0,0
876,1737,0,0,0,0
876,1738,0,0,0,0
877,1739,0,0,0,0
878,1740,0,0,0,0
879,1741,0,0,0,0
880,1742,0,0,0,0
881,1743,0,0,0,0
882,1744,0,0,0,0
883,1745,0,0,0,0
884,1746,0,0,0,0
885,1747,0,0,0,0
885,1748,0,0,0,0
886,1749,0,0,0,0
887,1750,0,0,0,0
888,1751,0,0,0,0
889,1752,0,0,0,0
889,1753,0,0,0,0
890,1754,0,0,0,0
891,1755,0,0,0,0
892,1755,0,0,0,0
892,1755,0,0,0,0
893,1756,0,0,0,0
894,1757,0,0,0,0
895,1758,0,0,0,0
896,1759,0,0,0,0
896,1760,0,0,0,0
897,1761,0,0,0,0
898,1762,0,0,0,0
898,1763,0,0,0,0
898,1764,0,0,0,0
898,1765,0,0,0,0
898,1765,0,0,0,0
898,1765,0,0,0,0
899,1766,0,0,0,0
900,1767,0,0,0,0
901,1768,0,0,0,0
902,1769,0,0,0,0
902,1770,0,0,0,0
903,1771,0,0,0,0
904,1772,0,0,0,0
905,1773,0,0,0,0
905,1774,0,0,0,0
906,1775,0,0,0,0
907,1776,0,0,0,0
907,1777,0,0,0,0
908,1778,0,0,0,0
909,1779,0,0,0,0
909,1780,0,0,0,0
909,1781,0,0,0,0
910,1782,0,0,0,0
911,1783,0,0,0,0
911,1784,0,0,0,0
911,1785,0,0,0,0
912,1786,0,0,0,0
913,1787,0,0,0,0
914,1788,0,0,0,0
915,1789,0,0,0,0
915,1790,0,0,0,0
915,1791,0,0,0,0
916,1792,0,0,0,0
917,1793,0,0,0,0
